Merchant Name,Category Name,% Rate,Flat Rate
Snake River Farms,Food & Gourmet,4.0,0.0
Snap Rentals NZ,Car Rental,6.5,0.0
SnapPower,Lighting,10.0,0.0
Snaps Clothing Inc.,Clothing & Apparel,5.0,0.0
Sneakers.com,Clothing & Apparel,2.0,0.0
Snipes,Clothing & Apparel,4.8,0.0
SnoreLessNow (US),Consumer Services,17.0,0.0
SnoreMeds,Health Care,25.0,0.0
Snowcityshop,Home Decor,8.0,0.0
So this Pure Beauty,Beauty & Cosmetics,10.0,0.0
SoKawaii,Box Subscriptions,0.0,1.0
SoccerGarage.com,Sporting Goods,7.0,0.0
Social Catfish,Consumer Services,35.0,600.0
Social Grilling by ibbq,Furniture,2.0,0.0
Social Studies,Accessories,10.0,0.0
Society6,Hobbies & Creative Arts,7.0,0.0
Sockbuy.com,Clothing & Apparel,10.0,0.0
SofHold,Weapons,7.0,0.0
Soft Paws,Animals & Pet Supplies,5.0,0.0
Soft Surroundings,Clothing & Apparel,8.0,0.0
Softorino,Software,30.0,0.0
Software Keep,Software,10.0,0.0
Sohnne,Furniture,10.0,0.0
Sok It,Kitchen & Dining,15.0,0.0
Sokisahtel OU,Clothing & Apparel,10.0,0.0
Sol Labs,Health & Beauty,10.0,0.0
SolaRosette,Beauty & Cosmetics,10.0,0.0
Solace Bands,Accessories,1.0,0.0
Solar Time,Accessories,15.0,0.0
Sole Amie,Shoes,8.0,0.0
Sole Fitness,Exercise & Fitness,15.0,0.0
Sollensys,Data Storage,2.4,3.0
Solly Baby,Babies & Kids,12.0,0.0
Solo New York,Luggage & Bags,5.0,0.0
SoloSuit,Financial,65.0,0.0
Soltech,Lighting,10.0,0.0
Solé Bicycles,Cycling,10.0,0.0
SomMailier,Wine,10.0,60.0
Somebody,Health & Beauty,5.0,0.0
Sommer swim,Swimwear,3.2,0.0
Sonder Los Angeles,Kitchen & Dining,5.0,0.0
Sonetel,B2B,50.0,0.0
Sonic Dental,Health & Beauty,12.0,0.0
Sonic Electronix,Audio,2.0,0.0
Sonora Inn,Travel,6.0,0.0
Sonos,Consumer Electronics,50.0,0.0
Sony Electronics,Audio,3.0,0.0
Soocas,Personal Care,15.0,0.0
Soothe,Health & Wellness,0.0,6.0
Sophos Home,Software,30.0,0.0
Sorare,Video Games,10.0,0.0
Soru Jewels,Jewelry,15.0,0.0
Soufeel,Gifts,5.0,0.0
Soul Insole,Health & Beauty,20.0,15.0
Soul Poles,Sporting Goods,8.0,0.0
Soul Space (US),Home Decor,15.0,0.0
Soulight,Tarot Readings & Psychics,32.0,0.0
Soulout,Furniture,5.0,0.0
Sound Morph,Audio,15.0,0.0
SoundFun Corporation,Audio,15.0,0.0
SoundOff Sleep,Audio,15.0,0.0
Sovol,3D Printers,5.0,0.0
Spa Noir Beauty Cocktails,Health & Beauty,20.0,0.0
Space Suitcases,Luggage & Bags,10.0,0.0
Spacial Audio,B2B,20.0,0.0
Spain Food Sherpas,Food & Beverage,17.0,0.0
"Spare Pair, LLC",Underwear & Socks,15.0,0.0
SpareFoot,Consumer Services,0.0,7.0
Sparitual,Beauty & Cosmetics,8.0,0.0
Sparkle Hustle Grow,Box Subscriptions,10.0,0.0
Sparkle Wellness,Vitamins & Supplements,5.0,0.0
Speck,Electronics Accessories,5.0,0.0
Spectrum Boutique,Erotic,10.0,0.0
Speediance,Exercise & Fitness,3.0,0.0
Speedo,Sporting Goods,10.0,0.0
Speedway Motors,Vehicles & Parts,4.5,0.0
Spice Beauty,Health & Beauty,15.0,0.0
Spider Grills,Household,4.0,0.0
Spider Mountain,Event Tickets,10.0,0.0
Spilled Milk (US),Baby & Kids,6.0,0.0
SpinLife,Health Care,10.0,0.0
SpineAlign,Bed & Bath,4.0,0.0
Spines,Consumer Services,20.0,0.0
Spinfire Sport,Sporting Goods,10.0,0.0
Spinnaker Boutique,Clothing & Apparel,7.0,0.0
Spirit Animal Coffee,Food & Gourmet,20.0,0.0
Spirits & Spice,Condiments & Sauces,5.0,0.0
Splash Wines,Wine,10.0,45.0
Spletra d.o.o.,B2B,33.0,0.0
Splice,Software,0.0,64.0
SplitPeaches,Sex Toys,15.0,0.0
Splits59,Clothing & Apparel,8.0,0.0
Spode,Kitchen & Dining,9.0,0.0
"Spohn Performance, Inc.",Vehicles & Parts,5.0,0.0
Spoiled Joy Limited,Jewelry,10.0,0.0
SpoiledChild,Health & Beauty,0.0,5.0
Spokeo,Consumer Services,0.0,10.0
Spoonflower,Household,3.0,0.0
SporesMD,CBD,20.0,0.0
Sport is Good,Sporting Goods,5.0,0.0
SportDOG,Animals & Pet Supplies,8.0,0.0
Sports Box Co.,Sporting Goods,7.0,0.0
Sports Research,Vitamins & Supplements,8.0,0.0
SportsIntegrity.Com,Sporting Goods,8.0,0.0
SportsShoes,Shoes,1.0,0.0
Sportsline,Sporting Goods,60.0,6.0
Sportsmans Outdoor Superstore,Weapons,3.0,0.0
Spot & Tango,Dog Supplies,0.0,50.0
SpotOn Transact,B2B,0.0,500.0
SpotOn Virtual Fence,Animals & Pet Supplies,6.6,0.0
SpraySmarter.com,Lawn & Garden,4.0,0.0
Spy Optic,Accessories,8.0,0.0
Spylix Software,Software,30.0,0.0
Sqairz Golf,Shoes,10.0,0.0
Square,Financial,0.0,10.0
Square Off,Board Games,10.0,0.0
Squatty Potty,Health & Beauty,5.0,0.0
Squirrly,Software,30.0,0.0
SquishyZ,Shoes,15.0,0.0
St. John Knits,Women,2.4,0.0
StackedSkincare,Beauty & Cosmetics,8.0,0.0
Stadium Goods,Shoes,5.0,0.0
Staff,Household,15.0,0.0
Stahls',Consumer Services,4.0,0.0
Stand 1 Armory,Weapons,3.0,0.0
Stand 4 Socks,Accessories,5.0,0.0
StandUpPouches.Net,Storage and Organization,5.6,0.0
Standard Luggage Co.,Luggage & Bags,10.0,0.0
Staples Promo,B2B,10.0,0.0
Star Conflict,Video Games,0.0,2.31
Star Market,Online Grocery,3.0,0.0
Star-Naming,Gifts,12.0,0.0
Starboard,Boating & Water Sports,3.0,0.0
Stardock,Software,25.0,0.0
Starlight Lighting,Lighting,11.0,0.0
StartGlobal,Consumer Services,0.0,200.0
Starz,Media,0.0,5.0
Statik,Consumer Electronics,15.0,0.0
Stay Mint,CBD,20.0,0.0
Steaks And Game,Meats & Seafood,10.0,0.0
Stealth Trader,B2B,12.0,0.0
StealthGear,Weapons,5.0,0.0
Steambow,Weapons,16.0,0.0
Stearns & Foster,Furniture,2.0,0.0
Steelcase,Furniture,5.0,0.0
SteepandCheap,Outdoor Recreation,2.0,0.0
Steffie's,Shoes,10.0,0.0
Steiner Sports,Collectibles,10.0,0.0
Stella McCartney,Clothing & Apparel,8.0,0.0
Stellar Sleep,Consumer Services,0.0,60.0
StellarWP,B2B,25.0,50.0
Step One,Clothing & Apparel,10.0,0.0
Stephen Wigs,Hair Accessories,20.0,0.0
Steppit,Online Courses,30.0,0.0
Steve's Goods,Health & Beauty,18.0,0.0
Stevie Js,Babies & Kids,10.0,0.0
StewMac Affiliate Program,Musical Instruments & Accessories,7.0,0.0
Sticker You,Arts & Crafts,2.4,0.0
StickerGiant,Advertising & Marketing,5.0,0.0
Sticky Be Socks,Clothing & Apparel,10.0,0.0
Stilt,Financial,1.0,0.0
Stio,Clothing & Apparel,3.0,0.0
StitchLeash,Dog Supplies,10.0,0.0
StockCreator,Software,0.0,20.0
StockX,Department Stores,2.0,0.0
Stokke,Babies & Kids,5.0,0.0
StoneSmiths,e-Cigarettes & Vaporizers,15.0,0.0
StoneTileDepot,Household,10.0,0.0
Stoneside Blinds & Shades,Kitchen & Dining,4.0,15.0
Stonz Wear Inc.,Shoes,10.0,0.0
StorageLab,Storage and Organization,25.0,0.0
StoreYourBoard,Storage and Organization,8.0,0.0
Storieme,Personalized gifts,8.0,0.0
Storq Inc,Maternity,8.0,0.0
Storyworth,Gifts,6.0,0.0
Storz&Bickel,e-Cigarettes & Vaporizers,5.0,0.0
Stradivarius,Clothing & Apparel,6.0,0.0
Straight My Teeth,Health & Beauty,5.0,40.0
Strapsicle,Tablet Accessories,15.0,0.0
StrawberryNET,Health & Beauty,6.0,0.0
Stream2Sea,Health & Beauty,10.0,0.0
StreamLocator,Networking Products,0.0,10.0
Streamily,Consumer Services,15.0,0.0
Strength Genesis,Exercise & Fitness,10.0,0.0
Stress Free Car Rental,Car Rental,12.0,0.0
Stride Rite,Shoes,1.0,0.0
Strike Force,Beverages,15.0,0.0
Striking Viking,Hair Accessories,10.0,0.0
Stripes Beauty,Vitamins & Supplements,8.0,0.0
Striven,B2B,0.0,125.0
Strong eSIM Affiliate Program,Internet Services,20.0,0.0
StrongCell,Vitamins & Supplements,12.0,0.0
Strung By Stroh,Clothing & Apparel,10.0,0.0
Strut Health,Personal Care,25.6,100.0
Stuarts London,Men,8.0,0.0
Stubforge,Event Tickets,20.0,0.0
Studio Girl Shoes LLC,Shoes,20.0,0.0
Study Plex,Online Courses,30.0,0.0
Study.com,Online Courses,8.0,0.0
Stuffed Ark Corporation,Toys & Games,10.0,0.0
Stuga,Rugs & Flooring,3.0,0.0
Style Korean,Health & Beauty,7.0,0.0
Subto,Financial,10.0,0.0
Succulents Box,Household,8.0,0.0
Such A Voice,B2B,0.0,6.95
Sugar,Clothing & Apparel,10.0,0.0
Sugared and Bronzed,Beauty & Cosmetics,15.0,0.0
Suit,Clothing & Apparel,5.0,0.0
Suits Me,Financial,0.0,20.0
Sulina Shop,Beauty & Cosmetics,6.0,0.0
Sullen Clothing,Clothing & Apparel,15.0,0.0
Summer Fridays,Beauty & Cosmetics,15.0,0.0
Summit Outdoors,Outdoor Recreation,5.0,0.0
Summitsoft,Software,30.0,0.0
Summitt Labs,CBD,20.0,0.0
Sun & Ski Sports,Outdoor Recreation,5.0,0.0
Sun Company,Outdoor Recreation,12.0,0.0
Sun Day Red,Clothing & Apparel,6.0,0.0
Sun Nutrition,Health & Beauty,10.0,0.0
SunGoldPower,Green Living (Eco-Friendly),6.0,0.0
SunShader Inc,Accessories,10.0,0.0
Suncheck Inc.,Batteries,0.0,1000.0
Sunday Riley,Beauty & Cosmetics,2.0,0.0
Sunday Ritual,Clothing & Apparel,5.0,0.0
Sunday Scaries,CBD,6.0,0.0
Sundays for Dogs,Animals & Pet Supplies,0.0,5.0
Sundaze,Clothing & Apparel,10.0,0.0
Sundek,Clothing & Apparel,15.0,0.0
Sunglass Hut,Sunglasses,9.0,0.0
Sunnie,Snacks,8.0,0.0
Sunny 16,Luggage & Bags,15.0,0.0
Sunny Sports,Camping & Hiking,5.0,0.0
Sunrider,Health & Beauty,10.0,0.0
"Sunset Health Products, Inc.",Health & Beauty,15.0,0.0
Sunshine Jewelry,Jewelry,17.5,0.0
Sunsky,Consumer Electronics,6.75,1.0
Sunspel,Clothing & Apparel,8.0,0.0
Sunwarrior,Vitamins & Supplements,10.0,0.0
Super Cheap Signs,B2B,8.0,0.0
Super Gay Underwear,Clothing & Apparel,20.0,0.0
Super Genius Society,Baby Toys & Activity Equipment,10.0,0.0
Super Smalls,Jewelry,1.0,0.0
Super-Resume,Software,50.0,0.0
Super.com,Financial,4.0,7.81
Super73,Vehicles & Parts,1.6,0.0
SuperBillets US,Event Tickets,7.2,0.0
SuperBoletería,Arts & Entertainment,9.0,0.0
SuperHeroStuff.com,Clothing & Apparel,10.0,0.0
SuperJeweler,Jewelry,12.0,0.0
SuperMouth,Personal Care,10.0,0.0
SuperSmart,Health & Beauty,12.0,0.0
SuperStar Tickets,Event Tickets,7.0,0.0
Superdry,Clothing & Apparel,6.0,0.0
Superfeet,Health Care,10.0,0.0
Superfood Science,Vitamins & Supplements,10.0,0.0
Superior School of Real Estate,Education,6.0,0.0
Supermicro,Computers & Accessories,3.0,0.0
Superspace,Kids,5.0,0.0
Supplies Outlet,Ink,5.0,0.0
Supply Shaving,Health & Beauty,15.0,0.0
Support Pets,Animals & Pet Supplies,0.0,30.0
Support Plus,Clothing & Apparel,6.0,0.0
Supreme Suspensions,Vehicles & Parts,5.0,0.0
SurePayroll,Financial,0.0,200.0
SureSafe,Smart Watches,20.0,0.0
Suru (US),Vitamins & Supplements,10.0,0.0
Survival Frog,Sporting Goods,40.0,80.0
Survivor Filter,Outdoor Living,10.0,0.0
Sutera,Bed & Bath,16.0,0.0
Sutra Beauty,Health & Beauty,13.0,0.0
Suzanne Somers,Vitamins & Supplements,8.0,0.0
Svala,Handbags & Wallets,15.0,0.0
Svens Skincare,Health & Beauty,20.0,0.0
Svinando,Wine,10.0,0.0
Svirson,Consumer Services,15.0,0.0
Swanson Health,Vitamins & Supplements,3.0,0.0
Swanwick Sleep,Contacts & Glasses,8.0,0.0
Swany,Outdoor Recreation,12.0,0.0
Sweat Tent,Health & Beauty,2.0,0.0
Sweat and Milk,Clothing & Apparel,8.0,0.0
Sweepstakes Advantage,Gambling,5.0,1.0
Sweet July,Food & Drink,8.0,0.0
Sweet Reason,CBD,20.0,0.0
Sweet Zzz Mattress,Bed & Bath,10.0,0.0
SweetNight,Bed & Bath,15.0,0.0
Sweethome,Home Decor,10.0,0.0
Sweets Elderberry,Vitamins & Nutrition,8.0,0.0
Sweetwater Sound,Musical Instruments & Accessories,3.0,0.0
Swift Industries,Cycling,7.0,0.0
Swift Publisher,Software,30.0,0.0
Swiftwick,Underwear & Socks,7.0,0.0
SwimZip,Clothing & Apparel,15.0,0.0
Swimwear Anywhere,Clothing & Apparel,10.0,0.0
Swingular,Erotic,15.0,0.0
Swipies,Office,4.0,0.0
Swirl Wine Shop,Wine,8.0,0.0
Swiss BelHotel International,Hotel,6.0,0.0
Swissklip,Health & Beauty,2.0,0.0
Swoveralls,Clothing & Apparel,10.0,0.0
Swyft Filings,B2B,0.0,100.0
Sykes Holiday Cottages,Travel,5.0,0.0
Sylvane,Appliances,6.0,0.0
Sylvox,Consumer Electronics,5.0,0.0
Symbiome,Personal Care,10.0,0.0
Sympa,Lighting,10.0,0.0
Syntech,Consumer Electronics,12.0,0.0
Systweak Software,Software,50.0,0.0
T-H Marine Supplies,Watercraft Parts & Accessories,8.0,0.0
T-Mobile,Telephony,0.0,35.0
TABBEAUPLACE LLC,,10.0,10.0
TACFIT,Online Courses,10.0,0.0
TAFER Hotels & Resorts,Hotel,6.0,0.0
TAFT Clothing,Shoes,8.0,0.0
TAGS Apparel,Clothing & Apparel,10.0,0.0
TAKE OFF Luggage,Luggage & Bags,10.0,0.0
TASCHEN,Books & Magazines,8.0,0.0
TASER,Weapons,7.0,0.0
TAVI,Clothing & Apparel,8.0,0.0
TCMT,Vehicles & Parts,10.0,0.0
TEAC USA,Music,5.0,0.0
TECKNET ONLINE LIMITED,Consumer Electronics,18.0,0.0
"TEEWING INDUSTRIAL (HK) CO., LIMITED",Cycling,6.0,0.0
TENGA,Sex Toys,20.0,0.0
TENWAYS,Cycling,6.0,0.0
TESVOR,Appliances,8.0,0.0
THE CÆP,Telephony,13.0,0.0
THE HOME SECURITY SUPERSTORE,Weapons,8.0,0.0
"THEODOTS CO., LIMITED",Musical Instruments & Accessories,15.0,0.0
THISTLES,Sunglasses,10.0,0.0
TIDIO,Advertising & Marketing,30.0,0.0
TIGERKING,Storage and Organization,2.0,0.0
TIJN Eyewear,Contacts & Glasses,10.0,0.0
TIJN Home,Home Decor,10.0,0.0
TIZAG Inc.,Telephony,3.0,0.0
TLO Outdoors,Sporting Goods,5.0,0.0
TOCA Botanicals LLC,CBD,20.0,0.0
TOK Beauty,Health & Beauty,10.0,0.0
TOKE N DAB,e-Cigarettes & Vaporizers,10.0,0.0
TONIC CBD,CBD,15.0,0.0
TONS Pittsburgh,Clothing & Apparel,15.0,0.0
TORRO,Handbags & Wallets,10.0,0.0
TOSOT Direct,Household,1.0,0.0
TOTY,Health & Beauty,10.0,0.0
TOUS,Jewelry,8.0,0.0
TOV Furniture,Household,3.0,0.0
TP-Link USA,Home Security Systems,10.0,0.0
TRANSPARENT,Audio,5.0,0.0
TROVATA,Women,5.0,0.0
TRT Nation,Vitamins & Supplements,8.0,0.0
TRUE Fitness,Exercise & Fitness,6.4,0.0
TRUHAIR,Health & Beauty,18.0,0.0
TRX Training,Sporting Goods,25.0,0.0
TU ET AL,Health & Wellness,10.0,0.0
TV Lift Cabinet,Furniture,7.5,0.0
TXP SYSTEMS,Consumer Services,10.0,0.0
TYR Sports,Shoes,3.0,0.0
TabCat,Cat Supplies,10.0,0.0
Tabita Bags WW,Handbags & Wallets,8.0,0.0
Tablet Hotels,Travel,5.0,0.0
Tablo,Electronics Accessories,5.0,0.0
Tacticalxmen.com,Sporting Goods,6.0,0.0
Taglia Pasta,Kitchen & Dining,12.0,0.0
Tahiti Village,Travel,10.0,0.0
Taiga Coolers,Outdoor Recreation,10.0,0.0
Tailorvibe,Furniture,15.0,0.0
Tailwind,Advertising & Marketing,15.0,0.0
Tailwind Nutrition,Vitamins & Nutrition,10.0,0.0
Take Canary,Vitamins & Supplements,10.0,0.0
Taking Shape,Plus,8.0,0.0
TaleInShop,Drones,10.0,0.0
Talking Out of Turn,Household,10.0,0.0
Talkpal,Online Courses,30.0,0.0
Talkroute,Software,0.0,10.0
Tampon Tribe,Health & Beauty,20.0,0.0
Tan Mujiang,Personal Care,5.0,0.0
Tangerine Paddle,Sporting Goods,5.0,0.0
"Tangsem, LLC",Personalized gifts,15.0,0.0
Tank Glass,Tobacco,10.0,0.0
Tannsen,Consumer Electronics,5.0,0.0
Tantus,Sex Toys,30.0,0.0
Tanya Taylor,Women,7.0,0.0
TaoTronics,Consumer Electronics,8.0,0.0
Taos Footwear,Shoes,2.0,0.0
Tapfiliate,Advertising & Marketing,0.0,178.0
Tara Grinna,Swimwear,15.0,0.0
Target Test Prep,Online Courses,18.0,0.0
Tartaria Jewelry,Jewelry,13.0,0.0
Tastelli,Food & Beverage,10.0,0.0
Tateossian,Jewelry,20.0,0.0
Tavalon,Gifts,15.0,0.0
Tawkify,Dating,5.0,1.0
TaxSlayer,Tax Services,10.0,0.0
Taxidermy,Handbags & Wallets,10.0,0.0
Taylor Morris Eyewear,Sunglasses,10.0,0.0
Taylor Stitch,Clothing & Apparel,4.0,0.0
Tayloáni,Hair Accessories,12.0,0.0
Taza Chocolate,Food & Gourmet,10.0,0.0
Tea Collection,Clothing & Apparel,6.4,0.0
Tea Forte,Food & Gourmet,5.0,0.0
TeaVivre,Beverages,12.0,0.0
Tealerlab,CBD,10.0,0.0
Team Sports America,Athletics,5.0,0.0
Team Viewer,Software,10.0,0.0
Team Whiskey Endures LLC,Accessories,20.0,0.0
Tech For Less,Consumer Electronics,5.0,0.0
Tech21,Consumer Electronics,12.0,0.0
TechPals,Consumer Electronics,20.0,0.0
TeckWrapCraft,Arts & Crafts,10.0,0.0
TeeFury,Clothing & Apparel,3.0,0.0
TeethNightGuard.com,Personal Care,20.0,0.0
TekMat,Weapons,10.0,0.0
Tekto Knives,Weapons,7.5,0.0
Tello,Telephony,50.0,2.5
Telluride Angler,Sporting Goods,8.0,0.0
Telos Snowboard,Sporting Goods,6.0,0.0
Temok,Web Hosting & Domains,8.0,1.0
Tempaper,Home Decor,8.0,0.0
Temper,Diet & Fitness,20.0,0.0
Temple Coins,Collectibles,17.0,0.0
Tempo by Home Chef,Food & Gourmet,0.0,10.0
TempraMed,Health & Beauty,3.0,0.0
Temptation Experience,Travel,5.0,0.0
Temptu,Beauty & Cosmetics,3.2,0.0
Ten Wilde,Jewelry,5.0,0.0
Tenable | Vulnerability Management,Software,12.0,0.0
Tenergy,Batteries,10.0,0.0
Tenkara Rod Co.,Fishing,10.0,0.0
Tentsla Inc,Camping & Hiking,5.0,0.0
Tera Naturals,Health & Beauty,15.0,0.0
Teracube,Telephony,20.0,0.0
Terez & Honor,Beauty & Cosmetics,15.0,0.0
Terminal Service Plus,Software,20.0,0.0
Terminix,Supplies,0.0,20.0
TermsFeed,Legal,50.0,0.0
Terra Kaffe,Appliances,0.0,10.0
Terra Thread,Handbags & Wallets,10.0,0.0
TerraCycle,Green Living (Eco-Friendly),8.0,0.0
Territory Foods,Food & Beverage,0.0,7.0
Terry Bicycles,Cycling,6.0,0.0
Tesoro Hotels & Resorts,Hotel,4.0,0.0
Test My Allergy,Health Care,10.0,0.0
TestHQ,Online Courses,20.0,0.0
Testa Omega,Vitamins & Supplements,10.0,0.0
Testclear.com,Personal Care,12.0,0.0
Testprep Training,Online Courses,60.0,0.0
Teva,Shoes,8.0,0.0
Teva Studio LLC,Yard & Garden,16.0,0.0
Texas Freedom CBD,CBD,20.0,0.0
Texas Longhorns Official Shop,Collectibles,8.0,0.0
"Text, Inc.",Software,40.0,0.0
TextMagic,Advertising & Marketing,20.0,0.0
Textbooks.com,Books & Magazines,4.0,0.0
Texture Plus,Household,5.0,0.0
Thalassa Inc.,Vitamins & Supplements,20.0,0.0
Thalo Denim,Women,10.0,0.0
That Daily Deals,Clothing & Apparel,30.0,20.0
Thaya,Jewelry,15.0,0.0
The A Method,Health & Beauty,15.0,0.0
The Adult Toy Shop,Sex Toys,15.0,0.0
The Aeternum Company,Vitamins & Supplements,10.0,0.0
The Apartment,Accessories,7.0,0.0
The Art of Charm,Online Courses,20.0,0.0
The Baby's Brew,Household,10.0,0.0
The Barbell Box,Diet & Fitness,0.0,20.0
"The Barn Door Hardware Store, LLC",Household,10.0,0.0
The Battalion,Weapons,3.0,0.0
The Bills Store,Clothing & Apparel,5.0,0.0
The Birth Ball,Yoga & Pilates,11.0,0.0
The BitJoy eSIM (US),Internet Services,10.0,0.0
The Black Tux,Clothing & Apparel,4.0,0.0
The Body Shop,Health & Beauty,7.0,180.0
The Builder Market - (US),Building Supplies,20.0,0.0
The Celtic Knot,Jewelry,30.0,0.0
The Centered Student LLC,School Supplies,10.0,0.0
The Container Store,Household,3.0,0.0
The Cover Guy,Pool & Spa,6.0,0.0
The Cowgirl Premium Sex Machine,Sex Toys,5.0,0.0
The Creators Emporium Pty Ltd,Arts & Crafts,15.0,0.0
The Curiosity Box,Toys & Games,10.0,40.0
The Dad Hoodie,Clothing & Apparel,5.0,0.0
The Dairy Fairy,Nursing & Feeding,1.0,0.0
The Dark Knot Limited,Accessories,10.0,0.0
The Design Network,Furniture,3.0,0.0
The Detox Market,Beauty & Cosmetics,8.0,0.0
The Deweffect Company,Consumer Services,0.0,20.0
The Diesel Dudes,Vehicles & Parts,3.0,0.0
The Digitize Center (US),Consumer Services,20.0,0.0
The District Padel,Clothing & Apparel,10.0,0.0
The Dress Outlet,Clothing & Apparel,10.0,0.0
The Elderberry Co.,Personal Care,10.0,0.0
The Face Haus,Health & Beauty,5.0,0.0
The Fantasy Box,Erotic,5.0,0.0
The Fine Cheese Co.,Food & Gourmet,8.0,0.0
The Fives Hotels,Hotel,6.0,0.0
The Flower Factory,Flowers,10.0,0.0
The Flower Remedy,Health & Beauty,10.0,0.0
"The Free Spirits Company, LLC",Food & Gourmet,5.0,0.0
The Fruit Company,Food & Gourmet,3.0,0.0
The Frye Company,Shoes,8.0,0.0
The Futon Shop,Bed & Bath,5.0,0.0
The Future Rocks,Jewelry,5.0,0.0
The GLD Shop,Jewelry,6.0,0.0
The Game Collection,Video Game Consoles & Games,1.6,0.0
The Genate Test,Vitamins & Supplements,10.0,0.25
The Giving keys,Jewelry,8.0,0.0
The Good Chocolate,Desserts,10.0,0.0
The Good Mineral,Health & Beauty,15.0,0.0
The Goodfor Company,Appliances,10.0,0.0
The Great Courses,Online Courses,5.0,5.0
The Great Egress Co,Home Decor,8.0,0.0
The Green Planet,Vacation Packages,4.5,0.0
The Grommet,Local Deals,20.0,0.0
The Grumpy Octopus,Toys,10.0,0.0
The HOTH,Web Hosting & Domains,50.0,50.0
The Happiness Project,Supplies,10.0,0.0
The Happy Planner,Supplies,4.0,0.0
The Harvest Plan,Financial,15.0,0.0
The Headrest Safe,"Vehicle Maintenance, Care & Decor",8.0,0.0
The Healthy Place,Vitamins & Supplements,3.0,0.0
The Hemp Collect,CBD,25.0,0.0
The Hemp Doctor,CBD,20.0,0.0
The Honest Label,Bed & Bath,10.0,0.0
The Honey Wine Company,Alcohol / Beer,40.0,0.0
The Hot Spot,Sex Toys,12.0,0.0
The House,Sporting Goods,4.0,0.0
The Hues,Household,10.0,0.0
The Hut,Household,4.8,0.0
The Impeccable Pig,Clothing & Apparel,10.0,0.0
The Indoor Golf Shop,Golf,7.5,0.0
The Inkey List,Health & Beauty,8.0,0.0
The Irish Store,Clothing & Apparel,6.4,0.0
The James Brand,Tools,10.0,0.0
The Jerusalem Export House,Household,15.0,0.0
The Jeweller Shop,Jewelry,11.0,0.0
The Job Sauce,Consumer Services,0.0,25.0
The Landmark Kids,Board Games,10.0,0.0
The Lash Rehab,Health & Beauty,10.0,0.0
The Laundress,Supplies,4.0,0.0
The Linen Company,Bed & Bath,10.0,0.0
The List,Department Stores,10.0,0.0
The Little Lemons Company,Baby & Kids,10.0,0.0
The Liverpool Pass,Travel,4.0,0.0
The Luxury Closet,Clothing & Apparel,7.7,0.0
The M Jewelers,Jewelry,2.0,0.0
The Maca Team,Vitamins & Supplements,10.0,0.0
The Mad Optimist,Bed & Bath,1.0,0.0
The Million Roses,Flowers,3.0,0.0
The Music Stand,Music,100.0,0.0
The Neuroencoding Institute,Online Courses,10.0,15.0
The New Paper,Media,60.0,0.0
The New York Pass,Travel,6.0,0.0
The Nomadik,Box Subscriptions,12.0,0.0
The ONE Music Group,Musical Instruments & Accessories,8.0,0.0
The OffBits,"Dolls, Playsets & Toy Figures",15.0,0.1
The Open Gaming Store,Games,5.0,0.0
The Organic Pharmacy,Beauty & Cosmetics,3.0,0.0
The Organic Skin,Health & Beauty,12.0,0.0
The Outnet,Clothing & Apparel,6.0,0.0
The Outset by Scarlett Johansson,Beauty & Cosmetics,8.0,0.0
The Park Prodigy,Amusement & Theme Parks,0.8,0.0
The Parking Spot,Travel,5.0,0.0
The Perfect Haircare,Beauty & Cosmetics,10.0,0.0
The Perfect Rug,Rugs & Flooring,8.0,0.0
The Physio Store Inc.,Cardio,5.0,0.0
The Pick,Sporting Goods,10.0,0.0
The Private Gym,Sporting Goods,10.0,0.0
The Quilt Keeper,Storage and Organization,10.0,0.0
The Raw Botanics Co.,CBD,40.0,0.0
The Ready State,Online Courses,10.0,0.0
The Real Grit,Weapons,10.0,0.0
The Real Relaxed,Clothing & Apparel,6.0,0.0
The Reef Resorts(US-MX-CA,Vacation Packages,4.0,0.0
The SSL Store,B2B,5.0,0.0
The Set Collection,Hotel,3.0,0.0
The Siceloff Companies,Camping & Hiking,7.0,0.0
The Silicone Kitchen,Kitchen & Dining,5.0,0.0
The Sill,Yard & Garden,8.0,0.0
The Sis Kiss,Jewelry,10.0,0.0
The Skinny Confidential,Health & Beauty,15.0,5.0
The Sleeper,Clothing & Apparel,13.0,0.0
The Stil Trust (US),Accessories,2.0,0.0
The Stockroom,Sex Toys,10.0,0.0
The Sunscreen Company,Health & Beauty,15.0,0.0
The TEFL Institute,College,15.0,0.0
The TEFL Institute of Ireland,Education,10.0,0.0
The Tailory New York,Clothing & Apparel,5.0,0.0
The Tea Spot,Food & Gourmet,5.0,0.0
The Tie Bar,Men,4.0,0.0
The Tiffen Company,Camera & Optics,10.0,0.0
The Tight Spot,Underwear & Socks,5.0,0.0
The Tire Rack,Vehicles & Parts,6.0,0.0
The Toe Spacer,Health Care,10.0,0.0
The Tool Nut,Tools,3.0,0.0
The Tour Guy,Travel,6.0,0.0
The Twister Group,Consumer Electronics,4.0,0.0
The UnWipe Company Inc.,Consumer Services,10.0,0.0
The Venue Jeddah,Hotel,4.0,0.0
The Vermont Country Store,Department Stores,8.0,0.0
The WOD Life,Clothing & Apparel,5.0,0.0
The Walking Company,Shoes,2.0,0.0
The Wallet Group,Financial,10.0,5.0
The Wand,Winemaking,0.0,15.5
