Merchant Name,Category Name,% Rate,Flat Rate
The Watch Edit,Watches,20.0,0.0
The Well Store,Health & Beauty,7.0,0.0
The Whisky Exchange,Liquor & Spirits,1.6,0.0
The Whiz Cells,Consumer Services,5.0,0.0
The Winston Box,Big & Tall,0.0,25.0
The Wright Stuff,Health Care,15.0,0.0
The Y Code (US),Personal Care,10.0,0.0
The Zero Proof,Food & Beverage,15.0,0.0
ThePhotoStick,Data Storage,0.0,39.5
Themeisle,B2B,55.0,0.0
Theo The Label,Women,10.0,0.0
Theo+George,Clothing & Apparel,7.0,0.0
TheraICE,Health & Wellness,0.0,20.0
Therafit Shoe,Shoes,10.0,0.0
Therapy of Trees,Vitamins & Supplements,10.0,0.0
Therapy-G,Health & Beauty,20.0,0.0
Thermacell Repellents,Outdoor Living,7.0,0.0
Thermacup,Appliances,10.0,0.0
Thermopro,Kitchen & Dining,20.0,0.0
Thermos,Kitchen & Dining,1.0,0.0
Thermowave,Outdoor Recreation,20.0,0.0
Thesupermade,Clothing & Apparel,15.0,0.0
ThickTails,Hair Accessories,20.0,0.0
Thigh Society,Clothing & Apparel,10.0,0.0
Thimble,Insurance,0.0,30.0
Thin Slim Foods,Food & Gourmet,15.0,0.0
Thinco,Diet & Fitness,8.0,0.0
Think FOCO,Vitamins & Supplements,10.0,0.0
Think Smarter Products,Household,20.0,0.0
Thinkcar,Vehicles & Parts,20.0,0.0
Thinkific,B2B,24.0,120.0
Thinx,Underwear & Socks,9.0,2.0
Third & Main,Home Decor,8.0,0.0
This is J,Clothing & Apparel,2.0,0.0
Thompson/Center Accessories,Hunting & Shooting,7.0,0.0
Thorlos Socks,Accessories,6.0,0.0
Thortful,Greeting Cards & Stationery,10.0,0.0
Thousandshores,Audio,6.0,0.0
Thread Wallets,Handbags & Wallets,15.0,0.0
Threads 4 Thought,Clothing & Apparel,5.0,0.0
Three Dots,Clothing & Apparel,5.0,0.0
Three Sixty Six,Golf,1.0,0.0
Thrive Natural Care (US),Health & Beauty,20.0,0.0
Throwflame,Weapons,0.5,0.0
Thrudark,Clothing & Apparel,15.0,0.0
Thunder Mountain Bikes,Cycling,7.0,0.0
Thurso Surf,Boating & Water Sports,3.0,0.0
Thymes,Supplies,1.6,0.0
ThyroidSupplements.com,Vitamins & Supplements,15.0,0.0
Thyseed(USA),Nursing & Feeding,12.0,0.0
Tiavllya,Clothing & Apparel,10.0,0.0
Ticket Chocolate,Desserts,10.0,0.0
TicketLiquidator,Event Tickets,10.0,0.0
Ticombo,Event Tickets,7.0,0.0
Tide,B2B,0.0,52.0
Tier1Water.com,Appliances,6.4,0.0
Tifosi Optics,Sunglasses,5.0,0.0
Tighties,Clothing & Apparel,15.0,0.0
Tigre de Tartán,Kitchen & Dining,15.0,0.0
TikTok Shop US - Marketplaces,Shopping,2.0,5.0
Tiki Tunes,Audio,0.0,21.0
Tillak,Hats,4.8,0.0
Tillmans Tranquils,CBD,25.0,0.0
Tillys,Clothing & Apparel,4.0,0.0
Timberland,Shoes,5.0,0.0
Timbuk2,Luggage & Bags,8.0,0.0
Time Pieces,Jewelry,18.0,0.0
TimeUSB,Motor Vehicle Parts,6.0,1.0
Timeless Message,Health & Beauty,15.0,0.0
Timeshare Specialists,Financial,0.0,35.0
Timex,Watches,1.0,0.0
TimingCube,Financial,0.0,30.0
Timo and Violet,Babies & Kids,20.0,0.0
Tinto Amorio,Wine,15.0,0.0
Tiny Land,Toys & Games,12.0,0.0
Tinybeans,Event Tickets,0.0,13.0
Tinyhood,Education,3.0,0.0
Tipton,Weapons,8.0,0.0
Tiptrans,Consumer Services,0.0,1.0
TireMax.com,Vehicles & Parts,6.0,0.0
Tishwish,Office,5.0,0.0
Titan Fitness,Exercise & Fitness,4.0,0.088
TitanEdge,Kitchen & Dining,10.0,0.0
Titaner,Consumer Electronics,15.0,0.0
Titans Medicare,Equipment,6.5,0.0
Tivic Health,Health Care,10.0,0.0
Toad & Co,Clothing & Apparel,3.0,0.0
Toad Hall Cottages,Travel,1.6,0.0
Tod's,Clothing & Apparel,8.0,0.0
Today Glitter,Health & Beauty,15.0,0.0
TodayTix,Theatre,2.0,0.0
Tom Beckbe,Clothing & Apparel,10.0,0.0
Tom Thumb,Online Grocery,3.0,5.0
Tomahawk Shades,Sunglasses,4.0,0.0
TomatoInk,Consumer Electronics,25.0,0.0
TomboyX,Clothing & Apparel,10.0,0.0
Tommy Bahama,Clothing & Apparel,5.0,0.0
Tommy John,Underwear & Socks,6.4,0.0
TomoBoost,Credit Cards,0.0,20.0
Tonal,Exercise & Fitness,2.0,0.0
Toner Buzz,Ink,3.0,0.0
Tony Bianco,Clothing & Apparel,2.0,0.0
Tony Mora,Shoes,4.8,0.0
Tools Today,Tools,5.0,0.0
Top Admit,Consumer Services,10.0,0.0
Top Extracts,CBD,15.0,0.0
"Top Local Maids, Corp",Home Services,0.0,5.0
Top Mobility,Health Care,4.0,0.0
Top Tier TC,Online Courses,15.0,0.0
Top of the Results,Software,30.0,0.0
TopCashback,Consumer Services,64.0,0.0
TopOak Overland,Vehicle Storage & Cargo,4.17,0.0
TopStack Resume,Consumer Services,15.0,0.01
"Topdon Technology Co., Ltd",Vehicles & Parts,5.0,0.0
Topgolf Shop,Golf,6.0,0.0
Torras,Accessories,10.0,0.0
Tossable Digits,Consumer Services,50.0,0.0
Total Diabetes Supply,Health & Beauty,4.0,0.0
Total Gym,Exercise & Fitness,7.5,0.0
Totality Skincare,Beauty & Cosmetics,10.0,0.0
Totally Guitars,Online Courses,50.0,0.0
Tote&Carry,Handbags & Wallets,10.0,0.0
Tottenham Hotspur Stadium Tours,Event Tickets,80.0,0.0
Totter and Tumble,Baby Safety,5.0,0.0
Toucan Cocktails,Alcohol / Beer,5.0,0.0
Touch Of Modern,Department Stores,1.0,0.0
Touch&Know,Medical,25.0,0.0
Touchland,Health & Beauty,10.0,0.0
TourRadar,Travel,7.0,0.0
Touring Tech,"Vehicle Maintenance, Care & Decor",5.0,0.0
Tovala,Kitchen & Dining,0.0,10.0
Toybox,3D Printers,2.5,0.0
Toynk Toys,Toys & Games,3.0,0.0
Toyotress,Health & Beauty,15.0,0.0
Tozo,Audio,15.0,0.1
Tracer Bikes,Sporting Goods,10.0,0.0
Tracfone Wireless,Telephony,0.0,10.0
Tracie Martyn,Health & Beauty,3.0,0.0
Trade Coffee,Food & Gourmet,6.0,0.0
Trade Doctors (US),Online Courses,0.0,100.0
TradeStation,Financial,0.0,25.0
Trademark Engine,Legal,0.0,50.0
Tradingview,Financial,0.0,1072.47
Traditional Medicinals,Beverages,6.0,0.0
Trafalgar,Travel,5.0,0.0
Trafalgar Store,Accessories,10.0,0.0
Trafft,B2B,30.0,0.0
Trail Magik,Babies & Kids,10.0,0.0
TrainPetDog.com,Animals & Pet Supplies,50.0,0.0
Trainer Academy,Online Courses,40.0,0.0
Trainline,Travel,20.0,0.0
Trampolines.com,Outdoor Play Equipment,4.0,0.0
Transcend,Clothing & Apparel,5.0,0.0
Transform Management,Diet & Fitness,8.0,0.0
Transformation Protein,Vitamins & Supplements,0.0,25.0
Translayte,B2B,10.0,0.0
Transon,Hobbies & Creative Arts,8.0,0.0
TransparenTech,Software,8.0,0.0
Travala.com,Travel,5.5,0.0
Travel Talk Tours,Travel,7.0,0.0
TravelSim,Telephony,10.0,0.0
Traveling Baby Company,Baby Toys & Activity Equipment,7.0,0.0
Travelocity,Travel,6.0,30.0
Traveloka,Travel,7.0,0.0
Travelpro,Luggage & Bags,8.0,0.0
Traverse Bay Farms,Vitamins & Supplements,10.0,0.0
TravisMathew,Clothing & Apparel,1.0,0.0
Travlfi,Internet Services,10.0,0.0
Travoca,Camping & Hiking,8.0,0.0
Tread Labs,Shoes,15.0,0.0
Treat My UTI,Health & Beauty,10.0,0.0
TreeStuff,Yard & Garden,3.0,0.0
Trek Bicycle,Sporting Goods,5.0,0.0
TremorMiracle,Beauty & Cosmetics,20.0,0.0
Trend Micro,Software,30.0,0.0
Trendgallery,Home Decor,5.0,0.0
Trends Critical,Consumer Services,20.0,0.0
Tribal Chimp,Health & Beauty,20.0,0.0
Tribest,Appliances,10.0,0.0
Tricolordeer Inc,Household,10.0,0.0
Trideer,Exercise & Fitness,20.0,0.0
Trident Fly Fishing,Fishing,4.0,0.0
Trihard,Health & Beauty,10.0,0.0
Trim Financial Manager,Financial,0.0,1.5
Trina Turk,Women,5.0,0.0
Trinity Road Websites,Gifts,1.0,0.0
Trinka AI,Office,25.0,0.0
Triple Nikel,Clothing & Apparel,11.0,0.0
Tripster,Travel,5.0,0.0
Triton Poker,Household,4.0,0.0
Troomy,Vitamins & Supplements,30.0,0.0
Tropeaka,Vitamins & Supplements,6.0,0.0
TrophyCentral,Photo Gifts,3.0,0.0
Tropical Fruit Box,Box Subscriptions,5.0,0.0
Tropical Oasis,Vitamins & Supplements,14.0,0.0
TroutRoutes,Fishing,7.5,0.0
Trove,Clothing & Apparel,7.0,0.0
Tru Luxe,Clothing & Apparel,10.0,0.0
Tru Niagen,Vitamins & Supplements,10.0,0.0
Tru Supplements,Vitamins & Supplements,8.0,0.0
TruConnect,Internet Services,0.0,30.0
TruDiagnostic,Health Care,10.0,0.0
TruHart,Motor Vehicle Parts,5.0,0.0
TruHeight,Vitamins & Supplements,10.0,0.0
"TruPlay Games, Inc",Video Games,0.0,20.0
True Botanicals,Health & Beauty,8.0,0.0
True Classic Tees,Clothing & Apparel,20.0,0.0
True Grace Health,Vitamins & Supplements,10.0,0.0
True Nutrition,Vitamins & Nutrition,4.0,0.0
True Utility,Camping & Hiking,10.0,0.0
TrueFire,Media,4.0,0.0
TrueMedX,Vitamins & Supplements,25.0,0.0
Truewerk,Work Uniforms,2.4,0.0
Truff,Condiments & Sauces,10.0,0.0
Trusador,Handbags & Wallets,8.0,0.0
TrustMD,Beauty & Cosmetics,4.0,0.0
Trusted Tours and Attractions,Travel,5.0,0.0
Trusy Social,B2B,30.0,0.0
Truth Finder,Consumer Services,0.0,75.0
Try Nood,Personal Care,10.0,0.0
TubShroom,Bed & Bath,20.0,0.0
Tubby Todd Bath Co,Baby Health,3.0,0.0
Tubular,Baby Toys & Activity Equipment,20.0,0.0
Tucann,Clothing & Apparel,15.0,0.0
Tucky,Accessories,10.0,0.0
Tuft & Needle,Bed & Bath,10.0,0.0
Tula Skincare,Beauty & Cosmetics,2.0,0.0
Tulip,Storage and Organization,8.0,0.0
Tumi,Luggage & Bags,5.0,0.0
TundraFMP,Kitchen & Dining,4.0,0.0
Tungsten Automation,Software,18.0,0.0
Turbify,Web Hosting & Domains,55.0,0.0
Turbo VPN,Software,46.0,0.0
TurboTax,Tax Services,10.0,1.0
Turboant,Vehicles & Parts,12.0,0.0
Turbopass,Travel,6.0,0.0
Turkish Airlines,Air,2.0,0.0
Turmerry,Bed & Bath,1.0,0.0
TurnCage,Software,21.0,0.0
Turtle Beach,Video Game Consoles & Games,7.0,0.0
Turtle Fur,Accessories,5.0,0.0
Tushbaby,Baby Toys & Activity Equipment,7.0,0.0
TuxMat,Vehicles & Parts,4.0,0.0
Tuxedo Closeouts,Clothing & Apparel,15.0,0.0
Tuya Expo Account,Consumer Electronics,0.0,1.0
Tweetfull,Advertising & Marketing,0.0,14.0
Twenty 39,Kitchen & Dining,10.0,0.0
Twenty Third by Deanne,Household,10.0,0.0
Twigby,Telephony,0.0,5.0
Twillory,Men,4.0,0.0
Twinkle Beds,Bed & Bath,15.0,0.0
Twist Perfumes,Fragrance & Cologne,15.0,0.0
Two Face,Beauty & Cosmetics,7.0,0.0
TyentUSA,Household,30.0,0.0
Tyrol Pickleball,Shoes,8.0,0.0
Tytan Toys,Baby Toys & Activity Equipment,15.0,0.0
U Beauty,Beauty & Cosmetics,13.0,0.0
UAB Memelio Atelje,Bed & Bath,10.0,0.0
UDOG,Cycling,8.0,0.0
UFC Fight Club,Event Tickets,8.0,0.0
UKLASH,Beauty & Cosmetics,5.0,0.0
ULTA Beauty,Health & Beauty,7.0,0.0
ULTIMEA,Audio,20.0,0.0
UNA Italian Hospitality,Travel,4.0,0.0
UNOde50,Accessories,12.0,0.0
UNPAKFUL LIMITED,B2B,1.0,0.0
UNREAL Mobile,Telephony,2.0,10.0
UPDF,Software,15.0,0.0
UPLIFT Desk,Furniture,1.0,0.0
UPack,Household,0.0,50.0
UREVO,Cardio,6.0,0.0
US Green Card Office,Travel,30.0,0.0
USA Guided Tours,Tours,10.0,0.0
USA Market,Hardware,10.0,0.0
USA Today,Wine,10.0,0.0
USLegalForms,Legal,40.0,60.0
UST,Camping & Hiking,7.0,0.0
UWANT,Appliances,10.0,0.0
UYN Sports,Clothing & Apparel,10.0,0.0
Uber Eats,Consumer Services,0.0,3.0
Ubersuggest by Neil Patel,B2B,10.0,0.0
Ublins,Clothing & Apparel,12.0,0.0
Ucciyo,Jewelry,0.15,0.0
Ugami,Video Games,30.0,0.0
Ugly Stik,Fishing,10.0,0.0
Ulivary,Clothing & Apparel,20.0,0.0
Ullo,Winemaking,10.0,0.0
Ultenic,Appliances,10.0,0.0
Ultimate Circle Island Tours,Tours,10.0,0.0
Ultimate Direction,Outdoor Recreation,2.0,0.0
Ultimate Ears,Audio,4.0,0.0
Ultimate Paleo Protein,Vitamins & Supplements,10.0,0.0
Ultimate Pet Nutrition,Animals & Pet Supplies,8.0,0.0
Ultimate Travel Club,Travel,10.0,0.0
Ultraceuticals,Health & Beauty,7.0,0.0
Umbra,Household,5.0,0.0
Unbeatable Sale,Department Stores,10.0,0.0
Unbound Merino,Clothing & Apparel,5.0,0.0
Uncharted Supply Co.,Outdoor Recreation,6.0,0.0
Uncle Bud's Hemp,CBD,6.0,0.0
Uncrate,Clothing & Apparel,3.0,0.0
Undefined Beauty,Health & Beauty,10.0,0.0
Under Your Skin,Beauty & Cosmetics,20.0,0.0
UnderGents,Clothing & Apparel,20.0,0.0
UnderPar,Sports & Recreation,6.0,0.0
Undercover Tourist,Vacation Packages,1.0,5.0
Underground Printing,Photo & Canvas Services,5.0,0.0
Understatement,Underwear & Socks,5.0,0.0
Underwater Audio,Audio,10.0,0.0
Underworks,Clothing & Apparel,5.0,0.0
UniDoc,Software,10.0,480.0
Unicorn Snot,Beauty & Cosmetics,3.0,0.0
Unidragon,Puzzles,20.0,0.0
Unihertz,Telephony,0.8,0.0
UniqPaid.com,Financial,0.0,1.5
"UniqueRewards.com, Inc.",B2B,0.0,2.0
Uniscience Group,Vitamins & Supplements,10.0,0.0
United By Blue,Clothing & Apparel,5.0,0.0
United Parks & Resorts,Amusement & Theme Parks,4.0,0.0
United Tax,Consumer Services,0.0,100.0
Unity Bakery,Baking Supplies,5.0,0.0
Universal Music,Music,5.5,0.0
Universal Standard,Women,4.0,0.0
Universal Yums,Food & Beverage,0.0,10.0
Unlock Your Voice,Online Courses,35.0,0.0
Unreal Brands,Snacks,5.0,0.0
Untangled Coaching,Online Courses,50.0,0.0
Untitled in Motion,Women,10.0,0.0
Untouched World,Clothing & Apparel,10.0,0.0
Unwilted,Home Decor,10.0,0.0
Uphold,Financial,0.0,10.0
Uplyft Capital,Financial,0.0,25.0
Upper Playground,Clothing & Apparel,10.0,0.0
Uppercut Deluxe Co Inc,Health & Beauty,10.0,0.0
Upstart.com,Financial,1.4,0.0
Upstate Elevator Supply Co.,CBD,3.0,0.0
Urban Ambiance,Lighting,5.0,0.0
Urban Armor Gear,Consumer Electronics,1.0,0.0
Urban Betty,Health & Beauty,10.0,0.0
Urban Moonshine,Health & Beauty,15.0,0.0
Urban Worm Company,Lawn & Garden,10.0,0.0
UrbanStems,Flowers,15.0,0.0
Urbanears,Audio,5.0,0.0
Usercentrics,Software,30.0,0.0
Utah Ski Gear,Skiing & Snowboarding,10.0,0.0
Utec,Smart Home Devices,20.0,0.0
Utoya Group LLC,CBD,5.0,0.0
V1M Life,Vitamins & Supplements,10.0,0.0
V4ink,Ink,18.0,0.0
VACAYA,Cruises,0.0,20.0
VALLON,Sunglasses,9.0,0.0
VANSWE FITNESS,Weight Lifting,5.0,0.0
VAPECLUTCH,Electronics Accessories,20.0,0.0
VAPES,e-Cigarettes & Vaporizers,10.0,0.0
VEED.IO,Software,20.0,0.0
VEEPS,Arts & Entertainment,15.0,0.0
VENN Skincare,Health & Beauty,8.0,0.0
VENTURE 4TH,Outdoor Recreation,10.0,0.0
VERA Air,Motor Vehicle Parts,5.0,0.0
VEXA Beauty,Beauty & Cosmetics,18.0,0.0
VICSON GROUP LLC,Shoes,16.0,0.0
VIDESI,Women,10.0,0.0
VIKING STUDIO LIMITED,Clothing & Apparel,10.0,0.0
VIOFO,Motor Vehicle Electronics,4.0,0.0
VIP OUTLET,Department Stores,0.8,0.0
VIPRE Security Group,Software,30.0,0.0
VIVA,Loans,0.0,50.0
VIVIDSTORM Projection Screen,Projectors,1.0,0.0
VIVOHOMEOFFICIAL,Supplies,12.0,0.0
VKTRY,Shoes,15.0,0.0
VLAND,Vehicles & Parts,5.0,0.0
VNYL,Music,5.0,0.0
VOLOOM,Consumer Services,15.0,0.0
VOXAPOD,Personal Care,15.0,0.0
VSL#3,Health Care,10.0,0.0
VSP Individual Vision Plans,Insurance,0.0,4.0
VSSL,Beverages,15.0,0.0
VTR Learning,Online Courses,15.0,0.0
VTX Wheels,Vehicles & Parts,5.0,0.0
VUSH,Sex Toys,22.5,0.0
VUUM,Beverages,6.0,0.0
VVN INTERNET SERVICE AND TECHNOLOGY LIMITED,e-Cigarettes & Vaporizers,10.0,0.0
VY Jewelry,Jewelry,8.0,0.0
VYNEHERB,Health & Beauty,15.0,0.0
VZ Grips,Weapons,5.0,0.0
Vacations by Marriott Bonvoy,Vacation Packages,2.0,0.0
VacayMyWay,Travel,2.5,0.0
Vadoo AI,Consumer Services,30.0,0.0
Vagamo US,Air,0.0,15.0
Vahy,Fragrance & Cologne,12.0,0.0
Vail Valley Anglers,Fishing,8.0,0.0
Valentina and Rose,Handbags & Wallets,20.0,0.0
Valley Bank,Financial,0.0,150.0
Valley Food Storage,Canned Goods,14.0,0.0
Valley Lamps,Home Decor,10.0,0.0
Valor Provisions,Food & Gourmet,20.0,0.0
ValueMags,Books & Magazines,40.0,0.25
Van Der Hout Jewelry Corp.,Jewelry,10.0,0.0
Vana Chupp Studio,Jewelry,8.0,0.0
Vanity Fair Lingerie,Clothing & Apparel,3.0,0.0
Vantrue,Camera & Optics,6.0,0.0
Vape.com,e-Cigarettes & Vaporizers,10.0,0.0
Vapedeal,e-Cigarettes & Vaporizers,15.0,0.0
VapoShop,e-Cigarettes & Vaporizers,8.0,0.0
Varsity Base,Clothing & Apparel,14.0,0.0
Varsity Pets,Dog Supplies,0.0,12.0
Vault Health,B2B,0.0,35.0
Vaulted,Financial,0.5,0.0
VaxAid,Sex Toys,10.0,0.0
Vaya,Bed & Bath,5.0,0.0
Vector Stock,Software,10.5,0.0
VectorVest,Financial,0.0,15.0
Vedicinals (US),Vitamins & Supplements,15.0,0.0
VeePN,Software,0.0,30.0
Veefa,"Vehicle Maintenance, Care & Decor",7.0,0.0
Veehoo,Animals & Pet Supplies,10.0,0.0
Vega,Vitamins & Nutrition,7.0,0.0
Vegamour,Beauty & Cosmetics,5.0,0.0
Vegega,Lawn & Garden,10.0,0.0
Vegin' Out,Food & Gourmet,30.0,0.0
Vego Garden,Yard & Garden,5.0,0.0
Velia,Consumer Services,30.0,0.0
Vella Bioscience,Beauty & Cosmetics,13.0,0.0
Velo Saddles,Cycling,5.0,0.0
Velotric,Cycling,7.0,0.0
Velour Beauty,Beauty & Cosmetics,20.0,0.0
Velous,Shoes,12.0,0.0
Velvet Co,Sex Toys,20.0,0.0
Vendoo,B2B,15.0,15.0
Venus Matters,Bed & Bath,10.0,0.0
Venus Visage,Health Care,15.0,0.0
Verafied,Handbags & Wallets,15.0,0.0
Verilux,Lighting,15.0,0.0
Veriphy,Beauty & Cosmetics,20.0,0.0
VeroVino,Alcohol / Beer,6.0,0.0
Versa Gripps,Exercise & Fitness,5.0,0.0
VersaClimber,Exercise & Fitness,7.5,0.0
Versona,Clothing & Apparel,4.0,0.0
Vertagear,Furniture,5.0,0.0
Vertical Groove Golf,Golf,15.0,30.0
Veryeah,Batteries,5.0,0.0
Vesgantti,Furniture,6.0,0.0
Vessi Footwear,Shoes,2.0,0.0
"Vesta Living, Corp.",Bed & Bath,15.0,0.0
Vetster,Animals & Pet Supplies,0.0,15.0
ViQure,Personal Care,15.0,0.0
Viagogo,Event Tickets,7.0,0.0
Viakix,Clothing & Apparel,8.0,0.0
Vibe Alley,Box Subscriptions,0.0,5.0
Vibes Only,Erotic,5.0,0.0
Vibeworks Guitars,Musical Instruments & Accessories,6.0,0.0
Vibra Hotels (US),Hotel,6.0,0.0
Vibrant Body,Underwear & Socks,30.0,0.0
Vibrators.com,Sex Toys,15.4,0.0
Vicky & Lucas Inc.,Women,5.0,0.0
Victor Hasselblad AB,Camera & Optics,2.0,0.0
Victoria Beckham,Women,6.4,0.0
Victorinox,Tools,12.0,0.0
Victrola,Consumer Electronics,15.0,0.0
Vida Glow,Beauty & Cosmetics,4.0,0.0
VidaCBD,CBD,10.0,0.0
VideoScribe,Software,14.0,0.0
Vidicable,Software,40.0,0.0
View Boston,Event Tickets,11.2,0.0
Vigor Pool,Consumer Electronics,7.0,0.0
VigorLabs,Mens,12.0,0.0
Viking Culinary Products,Kitchen & Dining,6.0,0.0
Vilebrequin,Clothing & Apparel,8.0,0.0
Villa Group,Hotel,6.0,0.0
Vince,Clothing & Apparel,7.2,0.0
Vinco,Sunglasses,6.0,0.0
Vinity Soft inc.,B2B,25.0,0.0
Vino Cheepo,Winemaking,8.0,0.0
Vinovest,Alcohol / Beer,5.0,0.0
Vinpearl,Travel,6.0,0.0
Vintage Gentlemen,Household,12.0,0.0
Vintage Havana,Clothing & Apparel,10.0,0.0
Vintage Souls,Accessories,12.0,0.0
Vintage electric bikes,Cycling,3.0,0.0
Vinyl Flat Record Flattener (US),Musical Instruments & Accessories,0.0,15.0
"Vinyl Me, Please",Music,7.0,0.0
Viome,Health & Beauty,10.0,0.0
Vionic,Shoes,7.0,0.0
Viori Beauty,Bed & Bath,15.0,0.0
Viper Tec Inc.,Weapons,8.0,0.0
Viraldine,Health Care,10.0,0.0
Virena - Beauty & Skincare,Beauty & Cosmetics,20.0,0.0
Virgin Atlantic,Air,2.5,0.0
Virgin Experience Gifts,Vacation Packages,5.0,0.0
Virgin Holidays,Hotel,2.0,0.0
Viridian,Weapons,10.0,0.0
Virtu.Academy,Online Courses,100.0,20.0
Virtual Vocations Affiliate Referral Program,Consumer Services,0.0,6.0
Visagov,Consumer Services,25.0,0.0
Viscata,Shoes,5.0,0.0
ViscoSoft,Bed & Bath,4.0,0.0
Visha Skincare,Health & Beauty,10.0,0.0
Visio Lending,Real Estate,0.0,50.0
Vision Of Self,Jewelry,10.0,0.0
Visit Britain,Travel,10.0,0.0
Vista Social,Advertising & Marketing,23.0,0.0
Vistaprint,Photo & Canvas Services,6.4,0.0
VisualVisitor,Software,25.0,0.01
Vita Hemp Oil,CBD,20.0,0.0
Vitabrid,Beauty & Cosmetics,20.0,0.0
Vital Choice Wild Seafood & Organics,Food & Gourmet,3.0,0.0
Vital Remedy MD,Vitamins & Supplements,20.0,0.0
VitalSleep,Personal Care,15.0,0.0
Vitality,Clothing & Apparel,8.0,0.0
Vitality Blueprint,Health & Beauty,5.6,0.0
Vitaly,Jewelry,5.0,0.0
Vitamin A Swim,Swimwear,2.0,0.0
Vitamix,Appliances,8.0,0.0
Vitapod,Health & Beauty,3.0,0.0
Vitrea Vision (US),Vitamins & Supplements,25.0,0.0
Vitruvin Longevity,Health & Beauty,30.0,0.0
Vivint,Consumer Electronics,30.0,0.0
VivoPrint,Personalized gifts,8.0,0.0
Vivtone Hearing,Health Care,15.0,0.0
VoIP Supply,Telephony,3.0,0.0
VoiceMap,Travel,4.0,0.0
Voidu,Video Game Consoles & Games,7.0,0.0
Voiply,Telephony,0.0,40.0
VolantAroma,Household,2.0,0.0
Volcano Lodge,Hotel,4.0,0.0
Volcom,Clothing & Apparel,8.0,0.0
Volition Beauty,Beauty & Cosmetics,20.0,0.0
Volt Heat,Clothing & Apparel,6.0,0.0
Von Diamonds,Jewelry,4.0,0.0
Vonage Home Phones,Telephony,0.0,54.0
Vons,Online Grocery,3.0,5.0
Vosteed,Weapons,7.0,0.0
Voye Global,Internet Services,15.0,0.0
Vrai,Jewelry,6.4,0.0
Vuarnet,Accessories,12.8,0.0
Vuoly,Data Storage,10.0,0.0
Vykee Nutrition,Vitamins & Supplements,20.0,0.0
Vyond,Software,15.0,0.0
Vyotech,Vitamins & Supplements,10.0,0.0
W Concept,Clothing & Apparel,6.0,0.0
WA Production,Consumer Electronics,20.0,0.0
WAIT botanicamente Corp,Fragrance & Cologne,15.0,0.0
WAYmat,Rugs & Flooring,5.0,0.0
WINGGOOD,Shoes,50.0,0.0
WMD Guns,Weapons,7.0,0.0
WOODEN.CITY,Puzzles,10.0,0.0
WOW Bouquet,Flowers,10.0,0.0
WP Buffs,Consumer Services,10.0,0.0
Wabi Whiffs,Health & Beauty,20.0,0.0
Wacoal,Clothing & Apparel,12.0,0.0
Wacom,Consumer Electronics,5.0,0.0
Wagwell,Dog Supplies,10.0,0.0
Waistdear,Clothing & Apparel,8.0,0.0
"Walk-In Lab, LLC",Health & Beauty,5.0,0.0
Walkee Paws,Dog Supplies,15.0,0.0
Wallaby,Kitchen & Dining,8.0,0.0
Wallet Defender,Home Security Systems,0.0,12.5
Wallpaperdirect,Home Decor,3.0,0.0
Walsunny,Furniture,3.0,0.0
"Walt Life, Inc.",Box Subscriptions,12.0,0.0
Wander Beauty,Health & Beauty,5.0,0.0
WanderFull,Handbags & Wallets,20.0,0.0
Wandering Bud,Tobacco,5.0,0.0
Wanderlust + Co,Jewelry,3.0,0.0
War Locker,Sporting Goods,10.0,0.0
Warfield & Grand,Shoes,10.0,0.0
Warmies,Babies & Kids,3.0,0.0
Warmkiss,Bed & Bath,15.0,0.0
Warp + Weft,Clothing & Apparel,15.0,0.0
Warrior Strong Wellness,Vitamins & Supplements,15.0,0.0
Wasserstein,Smart Home Devices,12.0,0.0
Watch Warehouse,Watches,2.4,0.0
Watches Of USA,Watches,20.0,0.0
Watens Filter,Hardware,8.0,0.0
Water Guru,Pool & Spa,10.0,0.0
WaterBear,Electronics Accessories,0.0,13.5
WaterPORT,Outdoor Living,5.0,0.0
Wavytalk,Hair Accessories,3.0,0.0
Wax Buffalo,Home Decor,10.0,0.0
Wax London,Clothing & Apparel,5.0,0.0
Way of Wade,Shoes,1.0,0.0
Way.com,Travel,10.0,0.0
Wayrates,Clothing & Apparel,17.0,0.0
Wayre,Clothing & Apparel,1.0,0.0
Wayside Gardens,Lawn & Garden,10.0,0.0
We Feed Raw,Animals & Pet Supplies,20.0,0.0
We Love Doodles,Dog Supplies,15.0,0.0
We Love Purely,Snacks,20.0,0.0
WeMakeBeauty,Health & Beauty,3.0,0.0
WeMod,Video Game Consoles & Games,0.0,15.0
WeThePeopleBible.com,Gifts,8.0,0.0
WeVideo,Software,30.0,0.0
WealthFluent (US),Financial,12.0,0.0
WearBands,Sporting Goods,20.0,0.0
Wearables,Vitamins & Supplements,0.0,17.5
Weatherman Umbrella,Outdoor Living,12.0,0.0
WebJacket,Clothing & Apparel,0.0,20.0
Weber,Outdoor Living,1.6,0.0
Weblium,Web Hosting & Domains,35.0,0.0
Webroot,Software,200.0,0.0
Website Closers,B2B,0.0,100.0
Website Speedy by MakkPress Technologies,Consumer Services,20.0,0.05
WeckMethod,Exercise & Fitness,15.0,0.0
Wedding Hashers,Consumer Services,40.0,0.0
Weedmaps,CBD,0.0,3.0
Weee!,Online Grocery,0.0,10.0
Wego Hotels,Travel,2.8,3.5
