Merchant Name,Category Name,Country code,c. Total Coupons,% Rate,Flat Rate
Hinterland Outfitters,Weapons,US,0,3.50%,
Plum Paper,Office,US,0,7.00%,
Vinco,Sunglasses,US,0,6.00%,
FloSports,Media,US,0,6.00%,
Clicks,Consumer Electronics,US,0,5.00%,
Volcano Lodge,Hotel,US,0,4.00%,
Vitaly,Jewelry,US,0,5.00%,
Savage Gear,Fishing,US,0,10.00%,
Ugly Stik,Fishing,US,0,10.00%,
GoToSea,Cruises,US,0,6.00%,
Pedestrian Project,Beauty & Cosmetics,US,0,10.00%,
Potluck,Food & Beverage,US,0,10.00%,
Fitties,Exercise & Fitness,US,0,10.00%,
L'AVANT Collective,Personal Care,US,0,5.00%,
Journey Health & Lifestyle,Health & Beauty,US,0,8.00%,
myBrainCo,Vitamins & Supplements,US,0,16.00%,
MatchStat,Sporting Goods,US,0,100.00%,
Finex,Kitchen & Dining,US,0,5.00%,
Intellectia.AI,Financial,US,0,30.00%,
SENSER,Clothing & Apparel,US,0,2.00%,
Hubble Contacts,Contacts & Glasses,US,0,3.00%,25
SimOptions,Telephony,US,0,15.00%,
SPACE Trailers,Vehicle Storage & Cargo,US,0,2.00%,
Sig Sauer,Weapons,US,0,5.00%,
Las Islas,Hotel,US,0,4.00%,
Schwinn,Exercise & Fitness,US,0,7.00%,
Stuga,Rugs & Flooring,US,0,3.00%,
KOMMA,Appliances,US,0,20.00%,
Hibbett,Shoes,US,0,5.00%,
Hill House Home,Clothing & Apparel,US,0,4.00%,
WaterPORT,Outdoor Living,US,0,5.00%,
Free2move,Car Rental,US,0,,200
National Vision,Contacts & Glasses,US,0,3.20%,
Wonderfeel,Health & Beauty,US,0,15.00%,
Wax London,Clothing & Apparel,US,0,5.00%,
Pooky,Lighting,US,0,2.00%,
PowerMarket,Green Living (Eco-Friendly),US,0,100.00%,175
Clocks and Colours,Accessories,US,0,6.00%,
UPLIFT Desk,Furniture,US,0,1.00%,
10th Mountain Whiskey & Spirit,Liquor & Spirits,US,0,10.00%,
Beach Riot,Clothing & Apparel,US,0,3.00%,
BaByliss PRO,Health & Beauty,US,0,4.00%,
Magic Spoon,Breakfast,US,0,8.00%,
GRILLKILT,Clothing & Apparel,US,0,5.00%,
art.Drops,Home Decor,US,0,,20
POWR,B2B,US,0,24.00%,80
By Malene Birger,Clothing & Apparel,US,0,3.00%,
20i,Web Hosting & Domains,US,0,,80
The Real Relaxed,Clothing & Apparel,US,0,6.00%,
Notta,Software,US,0,30.00%,
The Good Chocolate,Desserts,US,0,10.00%,
Evereden,Health & Beauty,US,0,8.00%,
Campspot,Outdoor Recreation,US,0,2.40%,
FastExpert,Real Estate,US,0,,12
Happier,Consumer Services,US,0,16.00%,0
Cadence,Health & Beauty,US,0,4.00%,
Unihertz,Telephony,US,0,0.80%,
3CHI,CBD,US,0,5.00%,
PartyLite,Home Decor,US,0,10.00%,
Classpop,Education,US,0,10.00%,
Kanuk,Clothing & Apparel,US,0,4.00%,
Xhibition,Clothing & Apparel,US,0,6.00%,
Portals Parfums,Fragrance & Cologne,US,0,15.00%,
Suits Me,Financial,US,0,0.00%,20
Woolly Clothing,Clothing & Apparel,US,0,15.00%,
Ben Bridge,Jewelry,US,0,2.40%,
Toad Hall Cottages,Travel,US,0,1.60%,
SamBoat,Travel,US,0,4.00%,
Wayside Gardens,Lawn & Garden,US,0,10.00%,
888 Lots,Electronics Accessories,US,0,1.00%,
Country Store,Clothing & Apparel,US,0,,0.032
Sierra Bullets,Weapons,US,0,3.00%,
Barnes Bullets,Weapons,US,0,3.00%,
A1 Garage,Home Services,US,0,,17
Ellus,Accessories,US,0,7.00%,
Pattern Beauty,Health & Beauty,US,0,8.00%,
The Million Roses,Flowers,US,0,3.00%,
Katapult,Department Stores,US,0,3.00%,0
CardSnacks,Gift Certificates,US,0,50.00%,1
The Set Collection,Hotel,US,0,3.00%,
SmartCredit,Financial,US,0,,12
HRKGame,Video Games,US,0,5.00%,
Prezzee,Gift Certificates,US,0,2.00%,
Favorite Daughter,Accessories,US,0,3.20%,
Gundry Health,Health Care,US,0,10.00%,
Salua,Women,US,0,15.00%,
Alloy,Health & Beauty,US,0,,6
AccorPlus,Travel,US,0,8.00%,0
Address Hotels + Resorts,Hotel,US,0,2.00%,
midinmod,Household,US,0,5.00%,
Kim Kimble,Health & Beauty,US,0,10.00%,
NorthStyle,Clothing & Apparel,US,0,,0.032
Mous,Electronics Accessories,US,0,5.00%,
Aurora,Toys,US,0,5.00%,
Craftybase,B2B,US,0,15.00%,
Yendo,Financial,US,0,,250
LumiProxy,Internet Services,US,0,30.00%,
CoinTracker,Tax Services,US,0,20.00%,0
Meshy,Software,US,0,10.00%,
NOGU,Jewelry,US,0,10.00%,
Baby Lock,Arts & Crafts,US,0,5.00%,3.3264
Brizy,Software,US,0,24.00%,
Scallywag Tactical,Weapons,US,0,3.00%,
Maximus,Health & Beauty,US,0,,25
Bourbon Concierge,Alcohol / Beer,US,0,5.00%,
Zendrop,Retail,US,0,0.00%,25
DoorLoop,Financial,US,0,,500
SurePayroll,Financial,US,0,,200
Nayax Ltd,Financial,US,0,,500
Global YO,Software,US,0,15.00%,
Panda Remit,Financial,US,0,0.00%,20
Whitepouches,Tobacco,US,0,6.00%,0
Lifetime Movie Club,Movies,US,0,100.00%,
DermSilk,Beauty & Cosmetics,US,0,6.00%,
GaaLa,Clothing & Apparel,US,0,10.00%,
Kent Brushes,Health & Beauty,US,0,6.00%,
Pronounce,Online Courses,US,0,20.00%,
Alabaster,Books & Magazines,US,0,2.00%,
REEMO INNOVATION LIMITED,Lawn & Garden,US,0,6.00%,
Spylix Software,Software,US,0,30.00%,
A.Soliani,Clothing & Apparel,US,0,7.00%,
OpenPhone,Software,US,0,16.00%,
IUGA,Clothing & Apparel,US,0,15.00%,
Expressions,Clothing & Apparel,US,0,,0.144
NORMA KAMALI,Clothing & Apparel,US,0,10.00%,
Osprey,Luggage & Bags,US,0,1.00%,
UFC Fight Club,Event Tickets,US,0,8.00%,
MGM Resorts,Hotel,US,0,10.00%,7
SoundOff Sleep,Audio,US,0,15.00%,
Skarlett Blue,Clothing & Apparel,US,0,7.50%,
The Zero Proof,Food & Beverage,US,0,15.00%,
Underworks,Clothing & Apparel,US,0,5.00%,
Makari,Health & Beauty,US,0,12.00%,
Hobby Zone,Toys & Games,US,0,5.00%,
Tribal Chimp,Health & Beauty,US,0,20.00%,
GoMoWorld,Software,US,0,15.00%,
Ava Finance Affiliate,Financial,US,0,,16
MH Themes,B2B,US,0,24.00%,
Belle Fare,Clothing & Apparel,US,0,2.00%,
Team Sports America,Athletics,US,0,5.00%,
Globus,Tours,US,0,8.00%,
North American Herb and Spice,Vitamins & Supplements,US,0,15.00%,
Lease End,Public Services,US,0,,26
Amerisun INC US,Electronics Accessories,US,0,1.60%,
Small Pet Select,Animals & Pet Supplies,US,0,7.20%,
GolfForever,Sporting Goods,US,0,5.00%,
ONE30M,Clothing & Apparel,US,0,5.00%,
Benzinga,Financial,US,0,10.00%,
Damonza,Books & Magazines,US,0,3.00%,
COOLCUT,Software,US,0,50.00%,
The Game Collection,Video Game Consoles & Games,US,0,1.60%,
Bigstockphoto,Vacation Packages,US,0,,8
Righetto,Food & Gourmet,US,0,5.00%,
NNormal,Shoes,US,0,8.00%,
BUKVY BAG,Handbags & Wallets,US,0,10.00%,
SureSafe,Smart Watches,US,0,20.00%,
XCEL Solutions,Financial,US,0,4.00%,
It Works!,Health & Beauty,US,0,4.00%,
Streamily,Consumer Services,US,0,15.00%,
Esska Shoes,Shoes,US,0,3.00%,
Boticinal,Health Care,US,0,5.00%,
Onebioshop.com,Health Care,US,0,10.00%,
Glassguard,Household,US,0,12.00%,
PrivacyHawk,Software,US,0,,35
Luggage Forward,Travel,US,0,8.00%,
Oak Essentials,Health & Beauty,US,0,10.00%,0
Hairdo USA,Health Care,US,0,10.00%,
FragranceShop.com,Fragrance & Cologne,US,0,5.00%,
Zumba Fitness App,Exercise & Fitness,US,0,,25
HOUSEPLANS,Home Decor,US,0,5.00%,10
Kinship,Shoes,US,0,7.00%,
Häti Home,Household,US,0,5.00%,
Robbins Research International,Arts & Entertainment,US,0,44.00%,
HygieneLab,Health & Beauty,US,0,7.00%,
Kindred Tales,Books & Magazines,US,0,20.00%,
Serverbyt,Consumer Services,US,0,30.00%,
Fissler,Household,US,0,5.00%,
Dip'N Dive US,Boating & Water Sports,US,0,5.00%,
Coushy US,Furniture,US,0,6.00%,
Bilt Labs Inc,Shoes,US,0,,25
Kalaia Skincare,Beauty & Cosmetics,US,0,40.00%,
AKT,Personal Care,US,0,13.00%,
AOVITAO US,Vitamins & Supplements,US,0,20.00%,
Bears with Benefits,Vitamins & Supplements,US,0,10.00%,
Olalily (US),Underwear & Socks,US,0,10.00%,
Little Tikes,Toys & Games,US,0,3.50%,
Untouched World,Clothing & Apparel,US,0,10.00%,
The District Padel,Clothing & Apparel,US,0,10.00%,
Ela Lane,Household,US,0,10.00%,
Mindfulness Exercises,Education,US,0,25.00%,
CRX - Car Rental Express,Travel,US,0,4.00%,
Primavera Avocados,Vitamins & Nutrition,US,0,10.00%,
"ATG Epower, Inc. (US)",Electronics Accessories,US,0,8.00%,
Man Labs (US,Fragrance & Cologne,US,0,14.00%,
Rosaholics,Flowers,US,0,20.00%,
SportDOG,Animals & Pet Supplies,US,0,8.00%,
Mattress Warehouse,Household,US,0,4.00%,
Mine and Yours,Clothing & Apparel,US,0,5.00%,
Red Wings Shoes,Clothing & Apparel,US,0,6.00%,
Roccoco (US),Health & Beauty,US,0,10.00%,
House of Nizhoni (US),Accessories,US,0,5.00%,
Svirson,Consumer Services,US,0,15.00%,
Isla Capricho Homeware,Food & Drink,US,0,15.00%,
Swissklip,Health & Beauty,US,0,2.00%,
Interview Kickstart,Education,US,0,10.00%,500
Sun Nutrition,Health & Beauty,US,0,10.00%,
Flower of Life CBD,Health & Beauty,US,0,10.00%,
Dainely Belts,Health & Beauty,US,0,5.00%,
ROLI,Musical Instruments & Accessories,US,0,6.00%,
Glo Digital,Yoga & Pilates,US,0,0.00%,15
Bern Helmets,Sporting Goods,US,0,9.00%,
WealthFluent (US),Financial,US,0,12.00%,
Versa Gripps,Exercise & Fitness,US,0,5.00%,
Lean1 (US),Vitamins & Nutrition,US,0,5.00%,
Lesko (US),Financial,US,0,50.00%,
AKAR Affiliate Program,Beauty & Cosmetics,US,0,20.00%,
Cafe Appliances (US),Furniture,US,0,2.00%,
XTV,Desktops,US,0,20.00%,
FileYourTaxes,Tax Services,US,0,,15
Lone Wolf Ranch,Animals & Pet Supplies,US,0,8.00%,
ABM Equipment,Household,US,0,10.00%,
Speedway Motors,Vehicles & Parts,US,0,4.50%,
Frolic & Fun,Baby Toys & Activity Equipment,US,0,5.00%,
DEFI Snacks (US),Food & Drink,US,0,6.00%,
Soul Space (US),Home Decor,US,0,15.00%,
Schwank Grills (US),Beverages,US,0,3.00%,
Stealth Trader,B2B,US,0,12.00%,
Beauty House,Health & Beauty,US,0,3.00%,
CorVive,Health & Beauty,US,0,20.00%,
Kenu (US),Telephony,US,0,12.00%,
Dog Cloud,Animals & Pet Supplies,US,0,10.00%,
Custom Filters Direct,Household,US,0,10.00%,
MimiSilk,Consumer Services,US,0,3.00%,
MTE,Health & Beauty,US,0,20.00%,
PAX,CBD,US,0,15.00%,
Sibionics,Consumer Electronics,US,0,8.00%,
Hello Tickets,Travel,US,0,5.00%,
Air Canada Aeroplan - Points.com,Travel,US,0,2.50%,
JuJu + Stitch,Accessories,US,0,10.00%,
SnoreLessNow (US),Consumer Services,US,0,17.00%,
Mario Capasa (US),Furniture,US,0,1.00%,
Auratherapy,Health & Beauty,US,0,5.00%,
Woven Woven (US),Consumer Services,US,0,20.00%,
PMD Beauty,Personal Care,US,0,10.00%,
Shop Sweethart (US),Baby & Kids,US,0,10.00%,
Skimpies US,Accessories,US,0,20.00%,
Block Renovation (US),Consumer Services,US,0,,100
Farlows,Sporting Goods,US,0,5.00%,
Henry Beguelin,Clothing & Apparel,US,0,8.00%,
Hydroxie,CBD,US,0,20.00%,
Shelly,Household,US,0,4.00%,
Feel Good Store,Erotic,US,0,20.00%,
CAT Workwear,Clothing & Apparel,US,0,3.00%,
Breezy Golf,Sporting Goods,US,0,5.00%,
Furcy Botanik,Health & Beauty,US,0,10.00%,
Sol Labs,Health & Beauty,US,0,10.00%,
My Immunity,Vitamins & Supplements,US,0,5.00%,
SensiSeeds US,CBD,US,0,5.00%,
StrongCell,Vitamins & Supplements,US,0,12.00%,
Reservaway Car Rental,Consumer Services,US,0,3.00%,
Laser Ammo,Weapons,US,0,3.00%,
INSTAREM GLOBAL,Financial,US,0,,10
JOJU,Clothing & Apparel,US,0,10.00%,
Poupette St Barth,Clothing & Apparel,US,0,7.00%,
OddsJam,Gambling,US,0,34.00%,10
Duffield Lane,Clothing & Apparel,US,0,7.00%,
Loverlock,Clothing & Apparel,US,0,10.00%,
Scion Living,Household,US,0,5.00%,
Sam Mcknight,Health & Beauty,US,0,4.00%,
Kiyoko Beauty,Health & Beauty,US,0,5.00%,
Simply Nutrients,Health & Beauty,US,0,10.00%,
Coleman Furniture,Household,US,0,1.00%,
SIN Eyewear,Clothing & Apparel,US,0,8.00%,
Ranavat,Health & Beauty,US,0,5.00%,
Mociun (US),Jewelry,US,0,8.00%,
Vitrea Vision (US),Vitamins & Supplements,US,0,25.00%,
PDF Reader Pro,Software,US,0,20.00%,
Sonora Inn,Travel,US,0,6.00%,
Hotel Lumberjack,Hotel,US,0,6.00%,
Dream Arcades US,Video Games,US,0,5.00%,20
Printicular (US),Photo Gifts,US,0,,3
Slipssy (US),Consumer Services,US,0,12.00%,
Bonus,Advertising & Marketing,US,0,5.00%,
Fogatti,Vehicles & Parts,US,0,5.00%,
Maven Trading,Financial,US,0,10.00%,
iSpring,Household,US,0,5.00%,
Kitco,Financial,US,0,,25
MyUTI,Health Care,US,0,6.00%,
Olivieri 1882,Food & Gourmet,US,0,10.00%,
Parallel Sleep,Bed & Bath,US,0,10.00%,
Corace Collection,Jewelry,US,0,15.00%,
Plant In The Box US,Flowers,US,0,12.00%,
Accomplishr (US,Consumer Services,US,0,5.00%,8
E-Consumer Pulse,Consumer Services,US,0,3.00%,
Army Navy Outdoors,Outdoor Recreation,US,0,1.00%,
Quark Software,Software,US,0,20.00%,
Kailash Energy,Jewelry,US,0,10.00%,
Argentum,Fragrance & Cologne,US,0,4.00%,
Om Mushrooms (US),Food & Drink,US,0,8.00%,
Live Bearded,Health & Beauty,US,0,10.00%,
TOV Furniture,Household,US,0,3.00%,
Zotter Chocolate,Food & Gourmet,US,0,6.50%,
Lincove,Household,US,0,10.00%,
The Private Gym,Sporting Goods,US,0,10.00%,
Senior Subway,Consumer Services,US,0,25.00%,
Proteus Snowboards,Sporting Goods,US,0,5.00%,
Mikkoa,Sporting Goods,US,0,10.00%,
Paradis Sport,Clothing & Apparel,US,0,10.00%,
Moxie Cycling Company,Clothing & Apparel,US,0,10.00%,
MatchBoxBro,CBD,US,0,5.00%,
Zac's Sweet Shop,Food & Gourmet,US,0,7.00%,
Freedare,Sporting Goods,US,0,8.00%,
Vedicinals (US),Vitamins & Supplements,US,0,15.00%,
Crownie,Home Decor,US,0,10.00%,
Nosler,Weapons,US,0,5.00%,
RecPak,Food & Gourmet,US,0,10.00%,
Bearbottom Clothing,Clothing & Apparel,US,0,10.00%,
Alpinistas,Clothing & Apparel,US,0,5.00%,
Tracer Bikes,Sporting Goods,US,0,10.00%,
Divinch,Clothing & Apparel,US,0,10.00%,
Basic Honey,Food & Gourmet,US,0,15.00%,
Andyanand,Food & Gourmet,US,0,10.00%,
Vitality Blueprint,Health & Beauty,US,0,5.60%,
CarBahn,Vehicles & Parts,US,0,7.00%,
Water Guru,Pool & Spa,US,0,10.00%,
Reshoevn8r,Household,US,0,5.00%,
Clear Comfort Night Guards,Consumer Services,US,0,15.00%,
ADLAN FRAGRANCES,Home Decor,US,0,10.00%,
Pro Compression,Clothing & Apparel,US,0,2.00%,
Full Windsor,Household,US,0,1.00%,
Telos Snowboard,Sporting Goods,US,0,6.00%,
TreeStuff,Yard & Garden,US,0,3.00%,
Sundaze,Clothing & Apparel,US,0,10.00%,
CORDIA,Clothing & Apparel,US,0,15.00%,
Faultline395,Clothing & Apparel,US,0,10.00%,
Mountain Racing Products,Sporting Goods,US,0,5.00%,
Kent International,Sporting Goods,US,0,12.00%,
ChinaHobbyLine,Arts & Entertainment,US,0,7.00%,
Jax Athletics,Sporting Goods,US,0,10.00%,
Helios,Sporting Goods,US,0,5.00%,
SCOTT Sports,Sporting Goods,US,0,5.00%,
McLaren,Sporting Goods,US,0,10.00%,
Cruise America,Travel,US,0,,25
MidwayUSA,Weapons,US,0,5.00%,
HUNK Menswear,Clothing & Apparel,US,0,10.00%,
Cascade Designs,Outdoor Recreation,US,0,6.40%,
GOVIEW,Camera & Optics,US,0,8.00%,
Mercado Glam (US),Beauty & Cosmetics,US,0,10.00%,
Yrefy,Financial,US,0,,400
HempWraps.com,Consumer Services,US,0,10.00%,
"Sirenis Hotels (US, CA, MEX)",Hotel,US,0,4.00%,
Mushroom Matrix (US),Animals & Pet Supplies,US,0,8.00%,
The Stil Trust (US),Accessories,US,0,2.00%,
TEAC USA,Music,US,0,5.00%,
LOT Global,Air,US,0,1.50%,
Jocko Fuel,Food & Drink,US,0,15.00%,
Archives,Consumer Services,US,0,30.00%,0
Pagely Partner Program,Consumer Services,US,0,20.00%,
Blue Lagoon Skincare,Beauty & Cosmetics,US,0,8.00%,
Engage Pickleball,Sporting Goods,US,0,10.00%,
Skydiamond,Jewelry,US,0,8.00%,
MOXĒ,Health & Beauty,US,0,15.00%,
No Name Hockey,Sporting Goods,US,0,10.00%,
Ascent Outdoors,Sporting Goods,US,0,4.00%,
LawDepot,Legal,US,0,25.00%,35
FIJI Water,Food & Beverage,US,0,18.00%,0
Orifice AI Incorporated,Sex Toys,US,0,,40
COOLCAT,Appliances,US,0,10.00%,
Nuebiome,Beauty & Cosmetics,US,0,15.00%,
Classic Fella,Accessories,US,0,10.00%,
Evewear,Clothing & Apparel,US,0,7.00%,
Zendira,Handbags & Wallets,US,0,5.00%,
Prism Boutique,Accessories,US,0,10.00%,
Karma Water,Food & Beverage,US,0,3.00%,
Unicorn Snot,Beauty & Cosmetics,US,0,3.00%,
BusinessAnywhere LLC,Consumer Services,US,0,50.00%,300
Linenspa,Bed & Bath,US,0,5.00%,
BLACKTIE,Clothing & Apparel,US,0,10.00%,
DaySavers,Consumer Services,US,0,10.00%,
MyGolfingStore INC,Golf,US,0,10.00%,
Ausomstore,Vehicles & Parts,US,0,3.00%,
Marble Cultures,Gifts,US,0,35.00%,
Eco Earth Brands,Consumer Services,US,0,15.00%,
Outin,Kitchen & Dining,US,0,10.00%,
Milkadamia,Food & Drink,US,0,15.00%,
sweedies,Consumer Services,US,0,10.00%,
Belawave,Swimwear,US,0,10.00%,
Klee Naturals,Toys & Games,US,0,10.00%,
Coolzy.com,Consumer Services,US,0,15.00%,
Cool Gadget,Consumer Electronics,US,0,8.00%,
Magtame,Consumer Services,US,0,10.00%,
Ridel Bikes,Vehicle Safety & Security,US,0,6.00%,
Formulary55.com,Health & Beauty,US,0,10.00%,
CordBrick,Consumer Services,US,0,15.00%,
Neue Theory,Consumer Services,US,0,10.00%,
Archer Roose,Alcohol / Beer,US,0,2.00%,
One Trick Pony,Food & Drink,US,0,20.00%,
Singular Care,Personal Care,US,0,25.00%,
Charmo,Swimwear,US,0,10.00%,
PB5star,Accessories,US,0,10.00%,
TOTY,Health & Beauty,US,0,10.00%,
Sparkle Wellness,Vitamins & Supplements,US,0,5.00%,
Documo,Consumer Services,US,0,15.00%,
M-Clip,Consumer Services,US,0,15.00%,
Lola & Veranda,Bed & Bath,US,0,10.00%,
Chiyo,Food & Beverage,US,0,3.00%,100
FEIER fitness,Exercise & Fitness,US,0,10.00%,
Faszin limited,Consumer Services,US,0,10.00%,
baebody,Beauty & Cosmetics,US,0,15.00%,
Mr Bing,Food & Drink,US,0,15.00%,
immy,Vitamins & Supplements,US,0,12.00%,
Dandi Fertility,Consumer Services,US,0,10.00%,
Mystichot,Accessories,US,0,25.00%,
Aorkuler,Consumer Services,US,0,12.00%,
"Femininity, LLC",Health & Beauty,US,0,10.00%,
GRACE & ABLE,Consumer Services,US,0,15.00%,
Oliveum,Consumer Services,US,0,30.00%,
spotLESS Materials Inc,Consumer Services,US,0,10.00%,
Teva Studio LLC,Yard & Garden,US,0,16.00%,
Rebrandly,B2B,US,0,20.00%,0
Hotsuit,Clothing & Apparel,US,0,15.00%,
Happy Pop,Food & Gourmet,US,0,10.00%,
tethos,Food & Drink,US,0,6.00%,
ENSO,Food & Drink,US,0,10.00%,
GREEN,Food & Beverage,US,0,20.00%,
The Watch Edit,Watches,US,0,20.00%,
Âme Atendre,Food & Beverage,US,0,10.00%,
Ricki Beach Club,Swimwear,US,0,10.00%,
Livro,Accessories,US,0,15.00%,
Shimmerwood Beverages,Food & Drink,US,0,10.00%,
Abode Home Ltd,Kitchen & Dining,US,0,20.00%,
Mox Skincare,Personal Care,US,0,10.00%,
Home Room Co.,Consumer Services,US,0,16.00%,
"Hebei Youchang Technology Co., Ltd",Dance & Gymnastics,US,0,,30
Lumaflex LLC,Consumer Services,US,0,10.00%,
Vino Cheepo,Winemaking,US,0,8.00%,
Fleuri Beauty,Beauty & Cosmetics,US,0,10.00%,
Beth Ladd Collections,Jewelry,US,0,10.00%,
Rolli Shades,Consumer Services,US,0,10.00%,
OXOX CLUB,Baby & Kids,US,0,8.00%,
Dr. Tom Cowan,Consumer Services,US,0,25.00%,
DWARFLAB,Camera & Optics,US,0,2.00%,
Vintage Souls,Accessories,US,0,12.00%,
Get Plenty,Clothing & Apparel,US,0,5.00%,
S&H Rugs,Rugs & Flooring,US,0,10.00%,
Carolina K,Accessories,US,0,10.00%,
AEMBR,Consumer Services,US,0,10.00%,
StartGlobal,Consumer Services,US,0,,200
VOLOOM,Consumer Services,US,0,15.00%,
Bros Usa Corp,Jewelry,US,0,10.00%,
"Momentum Sales & Marketing Inc., DBA Eva-Dry",Consumer Services,US,0,4.00%,
UAB Memelio Atelje,Bed & Bath,US,0,10.00%,
Parasol Co,Babies & Kids,US,0,15.00%,
Partou Soleil,Accessories,US,0,,50
Jovy,Baby Safety,US,0,10.00%,
Projects Abroad,Consumer Services,US,0,,100
Rise Art,Collectibles,US,0,5.00%,
"Ningbo Ningshing Hench International Co., Ltd",Clothing & Apparel,US,0,10.00%,
Shiba And Co.,Clothing & Apparel,US,0,8.00%,
Tripster,Travel,US,0,5.00%,
Good Laundry,Consumer Services,US,0,,8
legal harbor LLC,Legal,US,0,,150
Promo by Cody McConnell,Consumer Services,US,0,5.00%,
GillyGro,Consumer Services,US,0,25.00%,
Eternity Medicine Rx,Beauty & Cosmetics,US,0,40.00%,
"Shenzhen Speras Lighting Co., Ltd",Lighting,US,0,8.00%,
Advanced Food Intolerance Labs,Consumer Services,US,0,5.00%,
Epicured,Food & Beverage,US,0,8.00%,
ucalingerie.com,Swimwear,US,0,16.00%,
SmartEdge Picks,Consumer Services,US,0,35.00%,
Hoolie,Golf,US,0,10.00%,
Arlow,Liquor & Spirits,US,0,12.00%,
SET Active,Accessories,US,0,3.00%,
Ophelia & Indigo,Accessories,US,0,10.00%,
Marcato,Kitchen & Dining,US,0,5.00%,
Charlie Bravo Delta,Consumer Services,US,0,8.00%,
Senses Group International Limited,Bed & Bath,US,0,10.00%,
Kingston,Household,US,0,5.00%,
Lejon Belts,Belts,US,0,10.00%,
Mazie Days,Handbags & Wallets,US,0,10.00%,
FlightTickethub,Air,US,0,,9
Interior Moderna,Furniture,US,0,8.00%,
Thalassa Inc.,Vitamins & Supplements,US,0,20.00%,
Yardsale,Skiing & Snowboarding,US,0,5.00%,
AmpAura Energy,Consumer Electronics,US,0,10.00%,
All Deals,Consumer Services,US,0,8.00%,
BRL Sports,Vitamins & Supplements,US,0,30.00%,
Playground Sessions,Musical Instruments & Accessories,US,0,20.00%,
Newton's First Clothing,Clothing & Apparel,US,0,20.00%,
RICOEL,Consumer Services,US,0,10.00%,
Tytan Toys,Baby Toys & Activity Equipment,US,0,15.00%,
Pyramid Golf,Golf,US,0,10.00%,
9kboss,Consumer Services,US,0,40.00%,
Denttach,Personal Care,US,0,10.00%,
eSUN,3D Printers,US,0,5.00%,
Zylch,Food & Drink,US,0,15.00%,
Luma Flame,Consumer Services,US,0,5.00%,
SALLOOT,Beauty & Spas,US,0,12.00%,
Pure Beauty,CBD,US,0,7.00%,
Fresent LLC,Consumer Services,US,0,45.00%,
NexusTours,Travel,US,0,6.00%,
"The Barn Door Hardware Store, LLC",Household,US,0,10.00%,
The Honest Label,Bed & Bath,US,0,10.00%,
Aware House,Appliances,US,0,15.00%,
Studio Girl Shoes LLC,Shoes,US,0,20.00%,
Kawaiikeycaps,"Dolls, Playsets & Toy Figures",US,0,15.00%,
Great Bay Home,Furniture,US,0,15.00%,
SOUL BODY MIND (colinfwatson),Consumer Services,US,0,15.00%,
The Hemp Doctor,CBD,US,0,20.00%,
Titaner,Consumer Electronics,US,0,15.00%,
"Forai, Inc",Jewelry,US,0,8.00%,
Cotton Candy LA,Accessories,US,0,12.00%,
Colossyan,Software,US,0,25.00%,0
Culprit Underwear,Clothing & Apparel,US,0,10.00%,
"Handy Maker Co., LLC.",Consumer Services,US,0,10.00%,
"Zhengzhou Auspicious Technology Co., Ltd",Health & Beauty,US,0,15.00%,
Goldfish Distro,CBD,US,0,15.00%,
TXP SYSTEMS,Consumer Services,US,0,10.00%,
Veefa,"Vehicle Maintenance, Care & Decor",US,0,7.00%,
MyOutDesk,Consumer Electronics,US,0,,1000
RescueMD,Beauty & Cosmetics,US,0,10.00%,
AL-MAWARED NATURAL BEAUTY CARE PRODUCTS (RIVAGE),Beauty & Cosmetics,US,0,20.00%,
La Boîte,Vitamins & Nutrition,US,0,10.00%,
RABOESY,Shoes,US,0,2.00%,
Jool Baby,Baby Health,US,0,10.00%,
Jonissi,Backpacks,US,0,20.00%,
IONIQ Skincare US,Beauty & Cosmetics,US,0,12.50%,
Vibeworks Guitars,Musical Instruments & Accessories,US,0,6.00%,
POCOCO,Consumer Services,US,0,15.00%,
SheetsResume.com,Consumer Services,US,0,30.00%,
"DINK BUDDY, LLC",Sports & Recreation,US,0,8.00%,
Carbon Fiber Ever,Tools,US,0,15.00%,
Peace House Studio,Clothing & Apparel,US,0,7.00%,
Myvpro.com,e-Cigarettes & Vaporizers,US,0,15.00%,3
STARESSO,Food & Drink,US,0,20.00%,
PosterBooking,Consumer Services,US,0,40.00%,
"Human Touch, LLC",Consumer Services,US,0,3.00%,
"Offbeat1, Inc",Men,US,0,10.00%,
Luv Clay LLC,Health & Beauty,US,0,15.00%,
MINGAO LIMITED,Consumer Services,US,0,8.00%,
Populac,Consumer Services,US,0,,8.33
Chamber Putter LLC,Consumer Electronics,US,0,10.00%,
Chronically Chic,Luggage & Bags,US,0,5.00%,
Natural Plus Green Inc,Food & Drink,US,0,10.00%,
Hegen,Beauty & Cosmetics,US,0,10.00%,
"Gothic Clothing Co.,Limited",Costumes,US,0,10.00%,
S-Secrets LLC,Hair Accessories,US,0,10.00%,
Bond Craftor,Consumer Services,US,0,10.00%,
Spain Food Sherpas,Food & Beverage,US,0,17.00%,
Instgifts,Jewelry,US,0,10.00%,
The Deweffect Company,Consumer Services,US,0,,20
Chafed & Cranky Coffee Co.,Consumer Services,US,0,10.00%,
Social Studies,Accessories,US,0,10.00%,
Barrière,Vitamins & Supplements,US,0,5.00%,
Topgolf Shop,Golf,US,0,6.00%,
Alashan Cashmere,Accessories,US,0,10.00%,
